hand_landmark,lmx,lmy,gesture
HandLandmark.THUMB_TIP,309,346,two
HandLandmark.INDEX_FINGER_MCP,276,327,two
HandLandmark.INDEX_FINGER_PIP,266,257,two
HandLandmark.INDEX_FINGER_DIP,262,215,two
HandLandmark.INDEX_FINGER_TIP,260,179,two
HandLandmark.MIDDLE_FINGER_MCP,300,329,two
HandLandmark.MIDDLE_FINGER_PIP,307,248,two
HandLandmark.MIDDLE_FINGER_DIP,312,193,two
HandLandmark.MIDDLE_FINGER_TIP,319,150,two
HandLandmark.RING_FINGER_MCP,320,349,two
HandLandmark.RING_FINGER_PIP,321,329,two
HandLandmark.RING_FINGER_DIP,308,376,two
HandLandmark.RING_FINGER_TIP,301,410,two
HandLandmark.PINKY_MCP,336,379,two
HandLandmark.PINKY_PIP,335,358,two
HandLandmark.PINKY_DIP,322,392,two
HandLandmark.PINKY_TIP,313,421,two
HandLandmark.WRIST,308,498,two
HandLandmark.THUMB_CMC,282,467,two
HandLandmark.THUMB_MCP,269,411,two
HandLandmark.THUMB_IP,286,369,two
HandLandmark.THUMB_TIP,309,346,two
HandLandmark.INDEX_FINGER_MCP,276,326,two
HandLandmark.INDEX_FINGER_PIP,266,256,two
HandLandmark.INDEX_FINGER_DIP,262,214,two
HandLandmark.INDEX_FINGER_TIP,260,177,two
HandLandmark.MIDDLE_FINGER_MCP,300,327,two
HandLandmark.MIDDLE_FINGER_PIP,308,247,two
HandLandmark.MIDDLE_FINGER_DIP,313,193,two
HandLandmark.MIDDLE_FINGER_TIP,319,150,two
HandLandmark.RING_FINGER_MCP,320,347,two
HandLandmark.RING_FINGER_PIP,322,328,two
HandLandmark.RING_FINGER_DIP,309,374,two
HandLandmark.RING_FINGER_TIP,301,407,two
HandLandmark.PINKY_MCP,336,376,two
HandLandmark.PINKY_PIP,334,360,two
HandLandmark.PINKY_DIP,321,395,two
HandLandmark.PINKY_TIP,312,424,two
HandLandmark.WRIST,307,495,two
HandLandmark.THUMB_CMC,281,466,two
HandLandmark.THUMB_MCP,268,411,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,308,347,two
HandLandmark.INDEX_FINGER_MCP,275,325,two
HandLandmark.INDEX_FINGER_PIP,266,257,two
HandLandmark.INDEX_FINGER_DIP,262,215,two
HandLandmark.INDEX_FINGER_TIP,261,179,two
HandLandmark.MIDDLE_FINGER_MCP,300,325,two
HandLandmark.MIDDLE_FINGER_PIP,307,245,two
HandLandmark.MIDDLE_FINGER_DIP,313,191,two
HandLandmark.MIDDLE_FINGER_TIP,319,148,two
HandLandmark.RING_FINGER_MCP,320,345,two
HandLandmark.RING_FINGER_PIP,320,326,two
HandLandmark.RING_FINGER_DIP,308,373,two
HandLandmark.RING_FINGER_TIP,301,407,two
HandLandmark.PINKY_MCP,337,374,two
HandLandmark.PINKY_PIP,333,357,two
HandLandmark.PINKY_DIP,321,393,two
HandLandmark.PINKY_TIP,312,422,two
HandLandmark.WRIST,307,495,two
HandLandmark.THUMB_CMC,281,466,two
HandLandmark.THUMB_MCP,269,412,two
HandLandmark.THUMB_IP,286,371,two
HandLandmark.THUMB_TIP,308,349,two
HandLandmark.INDEX_FINGER_MCP,276,325,two
HandLandmark.INDEX_FINGER_PIP,266,257,two
HandLandmark.INDEX_FINGER_DIP,262,215,two
HandLandmark.INDEX_FINGER_TIP,261,179,two
HandLandmark.MIDDLE_FINGER_MCP,300,326,two
HandLandmark.MIDDLE_FINGER_PIP,307,245,two
HandLandmark.MIDDLE_FINGER_DIP,313,192,two
HandLandmark.MIDDLE_FINGER_TIP,319,149,two
HandLandmark.RING_FINGER_MCP,320,345,two
HandLandmark.RING_FINGER_PIP,321,327,two
HandLandmark.RING_FINGER_DIP,309,373,two
HandLandmark.RING_FINGER_TIP,301,407,two
HandLandmark.PINKY_MCP,337,374,two
HandLandmark.PINKY_PIP,334,357,two
HandLandmark.PINKY_DIP,322,392,two
HandLandmark.PINKY_TIP,313,422,two
HandLandmark.WRIST,306,495,two
HandLandmark.THUMB_CMC,280,467,two
HandLandmark.THUMB_MCP,267,411,two
HandLandmark.THUMB_IP,286,369,two
HandLandmark.THUMB_TIP,308,346,two
HandLandmark.INDEX_FINGER_MCP,274,326,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,245,two
HandLandmark.MIDDLE_FINGER_DIP,311,191,two
HandLandmark.MIDDLE_FINGER_TIP,317,148,two
HandLandmark.RING_FINGER_MCP,319,346,two
HandLandmark.RING_FINGER_PIP,320,325,two
HandLandmark.RING_FINGER_DIP,307,372,two
HandLandmark.RING_FINGER_TIP,300,406,two
HandLandmark.PINKY_MCP,336,376,two
HandLandmark.PINKY_PIP,332,357,two
HandLandmark.PINKY_DIP,320,393,two
HandLandmark.PINKY_TIP,311,423,two
HandLandmark.WRIST,307,497,two
HandLandmark.THUMB_CMC,281,465,two
HandLandmark.THUMB_MCP,268,412,two
HandLandmark.THUMB_IP,286,371,two
HandLandmark.THUMB_TIP,308,348,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,216,two
HandLandmark.INDEX_FINGER_TIP,259,180,two
HandLandmark.MIDDLE_FINGER_MCP,299,326,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,325,two
HandLandmark.RING_FINGER_DIP,308,369,two
HandLandmark.RING_FINGER_TIP,300,403,two
HandLandmark.PINKY_MCP,335,378,two
HandLandmark.PINKY_PIP,333,358,two
HandLandmark.PINKY_DIP,320,391,two
HandLandmark.PINKY_TIP,311,421,two
HandLandmark.WRIST,307,498,two
HandLandmark.THUMB_CMC,281,465,two
HandLandmark.THUMB_MCP,268,412,two
HandLandmark.THUMB_IP,286,370,two
HandLandmark.THUMB_TIP,309,347,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,256,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,299,327,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,348,two
HandLandmark.RING_FINGER_PIP,321,325,two
HandLandmark.RING_FINGER_DIP,308,370,two
HandLandmark.RING_FINGER_TIP,300,403,two
HandLandmark.PINKY_MCP,335,379,two
HandLandmark.PINKY_PIP,333,358,two
HandLandmark.PINKY_DIP,320,391,two
HandLandmark.PINKY_TIP,311,419,two
HandLandmark.WRIST,307,496,two
HandLandmark.THUMB_CMC,280,465,two
HandLandmark.THUMB_MCP,267,410,two
HandLandmark.THUMB_IP,284,367,two
HandLandmark.THUMB_TIP,306,343,two
HandLandmark.INDEX_FINGER_MCP,274,325,two
HandLandmark.INDEX_FINGER_PIP,264,256,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,327,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,318,347,two
HandLandmark.RING_FINGER_PIP,319,326,two
HandLandmark.RING_FINGER_DIP,306,374,two
HandLandmark.RING_FINGER_TIP,299,408,two
HandLandmark.PINKY_MCP,335,376,two
HandLandmark.PINKY_PIP,332,355,two
HandLandmark.PINKY_DIP,320,390,two
HandLandmark.PINKY_TIP,311,419,two
HandLandmark.WRIST,307,497,two
HandLandmark.THUMB_CMC,280,468,two
HandLandmark.THUMB_MCP,267,413,two
HandLandmark.THUMB_IP,285,370,two
HandLandmark.THUMB_TIP,307,346,two
HandLandmark.INDEX_FINGER_MCP,275,326,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,299,327,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,317,149,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,325,two
HandLandmark.RING_FINGER_DIP,308,373,two
HandLandmark.RING_FINGER_TIP,300,407,two
HandLandmark.PINKY_MCP,335,376,two
HandLandmark.PINKY_PIP,333,357,two
HandLandmark.PINKY_DIP,320,392,two
HandLandmark.PINKY_TIP,311,421,two
HandLandmark.WRIST,307,498,two
HandLandmark.THUMB_CMC,280,466,two
HandLandmark.THUMB_MCP,267,412,two
HandLandmark.THUMB_IP,285,369,two
HandLandmark.THUMB_TIP,308,346,two
HandLandmark.INDEX_FINGER_MCP,274,326,two
HandLandmark.INDEX_FINGER_PIP,264,257,two
HandLandmark.INDEX_FINGER_DIP,260,215,two
HandLandmark.INDEX_FINGER_TIP,259,179,two
HandLandmark.MIDDLE_FINGER_MCP,298,327,two
HandLandmark.MIDDLE_FINGER_PIP,305,247,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,318,149,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,328,two
HandLandmark.RING_FINGER_DIP,307,375,two
HandLandmark.RING_FINGER_TIP,300,410,two
HandLandmark.PINKY_MCP,335,376,two
HandLandmark.PINKY_PIP,333,356,two
HandLandmark.PINKY_DIP,321,390,two
HandLandmark.PINKY_TIP,313,420,two
HandLandmark.WRIST,307,498,two
HandLandmark.THUMB_CMC,280,467,two
HandLandmark.THUMB_MCP,266,411,two
HandLandmark.THUMB_IP,285,369,two
HandLandmark.THUMB_TIP,308,346,two
HandLandmark.INDEX_FINGER_MCP,274,326,two
HandLandmark.INDEX_FINGER_PIP,265,257,two
HandLandmark.INDEX_FINGER_DIP,261,215,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,327,two
HandLandmark.MIDDLE_FINGER_PIP,306,246,two
HandLandmark.MIDDLE_FINGER_DIP,311,192,two
HandLandmark.MIDDLE_FINGER_TIP,318,148,two
HandLandmark.RING_FINGER_MCP,319,347,two
HandLandmark.RING_FINGER_PIP,320,327,two
HandLandmark.RING_FINGER_DIP,307,374,two
HandLandmark.RING_FINGER_TIP,300,409,two
HandLandmark.PINKY_MCP,335,377,two
HandLandmark.PINKY_PIP,333,356,two
HandLandmark.PINKY_DIP,321,391,two
HandLandmark.PINKY_TIP,312,421,two
HandLandmark.WRIST,307,496,two
HandLandmark.THUMB_CMC,280,465,two
HandLandmark.THUMB_MCP,267,410,two
HandLandmark.THUMB_IP,284,366,two
HandLandmark.THUMB_TIP,307,342,two
HandLandmark.INDEX_FINGER_MCP,274,325,two
HandLandmark.INDEX_FINGER_PIP,264,255,two
HandLandmark.INDEX_FINGER_DIP,260,213,two
HandLandmark.INDEX_FINGER_TIP,259,177,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,311,191,two
HandLandmark.MIDDLE_FINGER_TIP,317,148,two
HandLandmark.RING_FINGER_MCP,319,345,two
HandLandmark.RING_FINGER_PIP,319,326,two
HandLandmark.RING_FINGER_DIP,306,373,two
HandLandmark.RING_FINGER_TIP,299,409,two
HandLandmark.PINKY_MCP,336,374,two
HandLandmark.PINKY_PIP,333,355,two
HandLandmark.PINKY_DIP,320,390,two
HandLandmark.PINKY_TIP,311,420,two
HandLandmark.WRIST,307,495,two
HandLandmark.THUMB_CMC,280,466,two
HandLandmark.THUMB_MCP,267,410,two
HandLandmark.THUMB_IP,285,367,two
HandLandmark.THUMB_TIP,307,343,two
HandLandmark.INDEX_FINGER_MCP,274,325,two
HandLandmark.INDEX_FINGER_PIP,264,256,two
HandLandmark.INDEX_FINGER_DIP,261,213,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,325,two
HandLandmark.MIDDLE_FINGER_PIP,305,245,two
HandLandmark.MIDDLE_FINGER_DIP,311,191,two
HandLandmark.MIDDLE_FINGER_TIP,317,148,two
HandLandmark.RING_FINGER_MCP,319,345,two
HandLandmark.RING_FINGER_PIP,319,325,two
HandLandmark.RING_FINGER_DIP,307,372,two
HandLandmark.RING_FINGER_TIP,299,407,two
HandLandmark.PINKY_MCP,335,373,two
HandLandmark.PINKY_PIP,333,357,two
HandLandmark.PINKY_DIP,320,391,two
HandLandmark.PINKY_TIP,310,421,two
HandLandmark.WRIST,306,494,two
HandLandmark.THUMB_CMC,280,464,two
HandLandmark.THUMB_MCP,266,407,two
HandLandmark.THUMB_IP,284,366,two
HandLandmark.THUMB_TIP,307,342,two
HandLandmark.INDEX_FINGER_MCP,274,323,two
HandLandmark.INDEX_FINGER_PIP,264,255,two
HandLandmark.INDEX_FINGER_DIP,261,214,two
HandLandmark.INDEX_FINGER_TIP,259,178,two
HandLandmark.MIDDLE_FINGER_MCP,298,323,two
HandLandmark.MIDDLE_FINGER_PIP,305,243,two
HandLandmark.MIDDLE_FINGER_DIP,311,189,two
HandLandmark.MIDDLE_FINGER_TIP,317,146,two
HandLandmark.RING_FINGER_MCP,319,343,two
HandLandmark.RING_FINGER_PIP,318,323,two
HandLandmark.RING_FINGER_DIP,305,370,two
HandLandmark.RING_FINGER_TIP,298,405,two
HandLandmark.PINKY_MCP,335,372,two
HandLandmark.PINKY_PIP,331,354,two
HandLandmark.PINKY_DIP,318,390,two
HandLandmark.PINKY_TIP,310,419,two
HandLandmark.WRIST,307,494,two
HandLandmark.THUMB_CMC,280,463,two
HandLandmark.THUMB_MCP,267,407,two
HandLandmark.THUMB_IP,285,364,two
HandLandmark.THUMB_TIP,308,342,two
HandLandmark.INDEX_FINGER_MCP,274,323,two
HandLandmark.INDEX_FINGER_PIP,265,254,two
HandLandmark.INDEX_FINGER_DIP,261,213,two
HandLandmark.INDEX_FINGER_TIP,259,177,two
HandLandmark.MIDDLE_FINGER_MCP,298,323,two
HandLandmark.MIDDLE_FINGER_PIP,305,244,two
HandLandmark.MIDDLE_FINGER_DIP,311,190,two
HandLandmark.MIDDLE_FINGER_TIP,317,147,two
HandLandmark.RING_FINGER_MCP,318,343,two
HandLandmark.RING_FINGER_PIP,319,324,two
HandLandmark.RING_FINGER_DIP,307,373,two
HandLandmark.RING_FINGER_TIP,299,408,two
HandLandmark.PINKY_MCP,335,372,two
HandLandmark.PINKY_PIP,333,354,two
HandLandmark.PINKY_DIP,320,389,two
HandLandmark.PINKY_TIP,311,419,two
